provider,source,voice,utterance,utterance_slug,take,conversation_id,channel,recorded_utc,track,transcript,path,sample_rate,source_rate,raw_dur_s,speech_dur_s,clip_dur_s,trimmed_lead_s,trimmed_tail_s,in_lufs,out_lufs,gain_db,out_peak_dbfs,loudness_method,peak_limited,source_file,utterance_source
ElevenLabs,elevenlabs,SarenneClone,"Hey, can you hear me?",hey-can-you-hear-me,2,conv_7101m1h9w6r2egpt8mde9rym3n2s,agent,2026-09-02 14:55:23+00:00,response_audio,"Hey, can you hear me?",export/voice_stimuli/ElevenLabs_SarenneClone_hey-can-you-hear-me_take2.wav,16000,16000,1.836,1.38,2.38,0.19,0.266,-18.42,-23.0,-4.58,-10.65,lufs,False,,
ElevenLabs,elevenlabs,SarenneClone,"Hey, can you hear me?",hey-can-you-hear-me,3,conv_4401m1h9wag6esqb5zr32e893jdq,agent,2026-09-02 14:55:27+00:00,response_audio,"Hey, can you hear me?",export/voice_stimuli/ElevenLabs_SarenneClone_hey-can-you-hear-me_take3.wav,16000,16000,1.656,1.2,2.2,0.27,0.186,-18.21,-23.0,-4.79,-8.84,lufs,False,,
ElevenLabs,elevenlabs,SarenneClone,"Hey, how are you?",hey-how-are-you,1,conv_6901m1h57y2qe2688efvzjs7nc8d,agent,2026-09-02 13:34:25+00:00,response_audio,"Hey, how are you?",export/voice_stimuli/ElevenLabs_SarenneClone_hey-how-are-you_take1.wav,16000,16000,1.944,1.54,2.54,0.25,0.154,-20.39,-23.0,-2.61,-7.36,lufs,False,,
ElevenLabs,elevenlabs,SarenneClone,"Hey, how are you?",hey-how-are-you,2,conv_2801m1h58444fcfbk00pzvdmc8n4,agent,2026-09-02 13:34:31+00:00,response_audio,"Hey, how are you?",export/voice_stimuli/ElevenLabs_SarenneClone_hey-how-are-you_take2.wav,16000,16000,1.98,1.52,2.52,0.17,0.29,-19.6,-23.0,-3.4,-8.81,lufs,False,,
ElevenLabs,elevenlabs,SarenneClone,"Hey, how are you?",hey-how-are-you,3,conv_8501m1h589v3e05bsmm7e97rjn96,agent,2026-09-02 13:34:37+00:00,response_audio,"Hey, how are you?",export/voice_stimuli/ElevenLabs_SarenneClone_hey-how-are-you_take3.wav,16000,16000,2.088,1.58,2.58,0.19,0.318,-21.8,-23.0,-1.2,-9.3,lufs,False,,
ElevenLabs,elevenlabs,SarenneClone,"Just reading the instructions, I think I'm the interviewer for this chat.",just-reading-the-instructions-i,1,conv_3001m1h5tr0negbba0ydbnf0jp3z,agent,2026-09-02 13:44:41+00:00,response_audio,"Just reading the instructions, I think I'm the interviewer for this chat.",export/voice_stimuli/ElevenLabs_SarenneClone_just-reading-the-instructions-i_take1.wav,16000,16000,3.564,3.24,4.24,0.21,0.114,-28.81,-23.0,5.81,-4.46,lufs,False,,
ElevenLabs,elevenlabs,SarenneClone,"Just reading the instructions, I think I'm the interviewer for this chat.",just-reading-the-instructions-i,2,conv_7801m1h5v19yfh7v657v5jzhrykq,agent,2026-09-02 13:44:51+00:00,response_audio,"Just reading the instructions, I think I'm the interviewer for this chat.",export/voice_stimuli/ElevenLabs_SarenneClone_just-reading-the-instructions-i_take2.wav,16000,16000,3.528,3.2,4.2,0.21,0.118,-23.36,-23.0,0.36,-5.09,lufs,False,,
ElevenLabs,elevenlabs,SarenneClone,"Just reading the instructions, I think I'm the interviewer for this chat.",just-reading-the-instructions-i,3,conv_8101m1h5v7dvexas3dk2fdzgqvck,agent,2026-09-02 13:44:57+00:00,response_audio,"Just reading the instructions, I think I'm the interviewer for this chat.",export/voice_stimuli/ElevenLabs_SarenneClone_just-reading-the-instructions-i_take3.wav,16000,16000,3.348,2.92,3.92,0.25,0.178,-19.49,-23.0,-3.51,-6.23,lufs,False,,
ElevenLabs,elevenlabs,TextGen_FB,"Hey, can you hear me?",hey-can-you-hear-me,1,conv_0901m1h9ysv0fb9rnwtdj4qxn9rk,agent,2026-09-02 14:56:48+00:00,response_audio,"Hey, can you hear me?",export/voice_stimuli/ElevenLabs_TextGen_FB_hey-can-you-hear-me_take1.wav,16000,16000,1.728,1.44,2.44,0.15,0.138,-17.41,-23.0,-5.59,-6.52,lufs,False,,
ElevenLabs,elevenlabs,TextGen_FB,"Hey, can you hear me?",hey-can-you-hear-me,2,conv_1401m1h9yyc1efcstp50w1cn15qb,agent,2026-09-02 14:56:53+00:00,response_audio,"Hey, can you hear me?",export/voice_stimuli/ElevenLabs_TextGen_FB_hey-can-you-hear-me_take2.wav,16000,16000,1.692,1.42,2.42,0.15,0.122,-17.0,-23.0,-6.0,-6.38,lufs,False,,
ElevenLabs,elevenlabs,TextGen_FB,"Hey, can you hear me?",hey-can-you-hear-me,3,conv_6501m1h9z258f6daqz7rvgm33gn4,agent,2026-09-02 14:56:57+00:00,response_audio,"Hey, can you hear me?",export/voice_stimuli/ElevenLabs_TextGen_FB_hey-can-you-hear-me_take3.wav,16000,16000,1.8,1.54,2.54,0.13,0.13,-16.36,-23.0,-6.64,-7.02,lufs,False,,
ElevenLabs,elevenlabs,TextGen_FB,"Hey, how are you?",hey-how-are-you,1,conv_3801m1h5bcnhfc68519fcg4h6w34,agent,2026-09-02 13:36:18+00:00,response_audio,"Hey, how are you?",export/voice_stimuli/ElevenLabs_TextGen_FB_hey-how-are-you_take1.wav,16000,16000,1.656,1.32,2.32,0.13,0.206,-16.45,-23.0,-6.55,-6.95,lufs,False,,
ElevenLabs,elevenlabs,TextGen_FB,"Hey, how are you?",hey-how-are-you,2,conv_4701m1h5bkkjf4wr2xbp47t387k1,agent,2026-09-02 13:36:25+00:00,response_audio,"Hey, how are you?",export/voice_stimuli/ElevenLabs_TextGen_FB_hey-how-are-you_take2.wav,16000,16000,2.196,1.6,2.6,0.19,0.406,-16.47,-23.0,-6.53,-7.14,lufs,False,,
ElevenLabs,elevenlabs,TextGen_FB,"Hey, how are you?",hey-how-are-you,3,conv_2401m1h5brp6frttw14wktpa2paj,agent,2026-09-02 13:36:30+00:00,response_audio,"Hey, how are you?",export/voice_stimuli/ElevenLabs_TextGen_FB_hey-how-are-you_take3.wav,16000,16000,1.476,1.12,2.12,0.19,0.166,-16.06,-23.0,-6.94,-8.44,lufs,False,,
ElevenLabs,elevenlabs,TextGen_FB,"Just reading the instructions, I think I'm the interviewer for this chat.",just-reading-the-instructions-i,1,conv_5401m1h5yhe2e57vekrv8x9jffq3,agent,2026-09-02 13:46:46+00:00,response_audio,"Just reading the instructions, I think I'm the interviewer for this chat.",export/voice_stimuli/ElevenLabs_TextGen_FB_just-reading-the-instructions-i_take1.wav,16000,16000,4.104,3.64,4.64,0.23,0.234,-16.99,-23.0,-6.01,-6.42,lufs,False,,
ElevenLabs,elevenlabs,TextGen_FB,"Just reading the instructions, I think I'm the interviewer for this chat.",just-reading-the-instructions-i,2,conv_9801m1h5yvcvetnr60veqbdd68bz,agent,2026-09-02 13:46:56+00:00,response_audio,"Just reading the instructions, I think I'm the interviewer for this chat.",export/voice_stimuli/ElevenLabs_TextGen_FB_just-reading-the-instructions-i_take2.wav,16000,16000,3.528,3.14,4.14,0.23,0.158,-16.83,-23.0,-6.17,-6.54,lufs,False,,
ElevenLabs,elevenlabs,TextGen_FB,"Just reading the instructions, I think I'm the interviewer for this chat.",just-reading-the-instructions-i,3,conv_9201m1h5z31bf2bakzn6c0fvcv0t,agent,2026-09-02 13:47:04+00:00,response_audio,"Just reading the instructions, I think I'm the interviewer for this chat.",export/voice_stimuli/ElevenLabs_TextGen_FB_just-reading-the-instructions-i_take3.wav,16000,16000,3.78,3.32,4.32,0.21,0.25,-15.57,-23.0,-7.43,-7.83,lufs,False,,
ElevenLabs,elevenlabs,TextGen_FB2,"Hey, can you hear me?",hey-can-you-hear-me,1,conv_5301m1ha1b2tfq1a8vt3jbvmtxjx,agent,2026-09-02 14:58:12+00:00,response_audio,"Hey, can you hear me?",export/voice_stimuli/ElevenLabs_TextGen_FB2_hey-can-you-hear-me_take1.wav,16000,16000,1.476,1.16,2.16,0.19,0.126,-15.22,-23.0,-7.78,-8.75,lufs,False,,
ElevenLabs,elevenlabs,TextGen_FB2,"Hey, can you hear me?",hey-can-you-hear-me,2,conv_1301m1ha1ewqf57v84zb8qsfpctc,agent,2026-09-02 14:58:16+00:00,response_audio,"Hey, can you hear me?",export/voice_stimuli/ElevenLabs_TextGen_FB2_hey-can-you-hear-me_take2.wav,16000,16000,1.8,1.48,2.48,0.15,0.17,-17.92,-23.0,-5.08,-7.61,lufs,False,,
ElevenLabs,elevenlabs,TextGen_FB2,"Hey, can you hear me?",hey-can-you-hear-me,3,conv_0301m1ha1k25ebmba9bqg25382pj,agent,2026-09-02 14:58:20+00:00,response_audio,"Hey, can you hear me?",export/voice_stimuli/ElevenLabs_TextGen_FB2_hey-can-you-hear-me_take3.wav,16000,16000,1.728,1.36,2.36,0.17,0.198,-13.13,-23.0,-9.87,-10.27,lufs,False,,
ElevenLabs,elevenlabs,TextGen_FB2,"Hey, how are you?",hey-how-are-you,1,conv_7101m1h5cer1ep4a27fyjja2t8ch,agent,2026-09-02 13:36:53+00:00,response_audio,"Hey, how are you?",export/voice_stimuli/ElevenLabs_TextGen_FB2_hey-how-are-you_take1.wav,16000,16000,1.476,1.04,2.04,0.23,0.206,-11.85,-23.0,-11.15,-11.55,lufs,False,,
ElevenLabs,elevenlabs,TextGen_FB2,"Hey, how are you?",hey-how-are-you,2,conv_4501m1h5cn9dea4b5tntrpd568mw,agent,2026-09-02 13:37:00+00:00,response_audio,"Hey, how are you?",export/voice_stimuli/ElevenLabs_TextGen_FB2_hey-how-are-you_take2.wav,16000,16000,1.836,1.44,2.44,0.21,0.186,-13.16,-23.0,-9.84,-10.66,lufs,False,,
ElevenLabs,elevenlabs,TextGen_FB2,"Hey, how are you?",hey-how-are-you,3,conv_6801m1h5ctpseea82m7kkwyhb3yc,agent,2026-09-02 13:37:05+00:00,response_audio,"Hey, how are you?",export/voice_stimuli/ElevenLabs_TextGen_FB2_hey-how-are-you_take3.wav,16000,16000,1.728,1.28,2.28,0.17,0.278,-11.54,-23.0,-11.46,-11.87,lufs,False,,
ElevenLabs,elevenlabs,TextGen_FB2,"Just reading the instructions, I think I'm the interviewer for this chat.",just-reading-the-instructions-i,1,conv_3801m1h5zvkqeg5bssnzpmq1gtsz,agent,2026-09-02 13:47:29+00:00,response_audio,"Just reading the instructions, I think I'm the interviewer for this chat.",export/voice_stimuli/ElevenLabs_TextGen_FB2_just-reading-the-instructions-i_take1.wav,16000,16000,3.996,3.42,4.42,0.31,0.266,-17.96,-23.0,-5.04,-5.47,lufs,False,,
ElevenLabs,elevenlabs,TextGen_FB2,"Just reading the instructions, I think I'm the interviewer for this chat.",just-reading-the-instructions-i,2,conv_1301m1h602jafrtvbmawxj3xavdf,agent,2026-09-02 13:47:36+00:00,response_audio,"Just reading the instructions, I think I'm the interviewer for this chat.",export/voice_stimuli/ElevenLabs_TextGen_FB2_just-reading-the-instructions-i_take2.wav,16000,16000,4.32,3.88,4.88,0.21,0.23,-18.79,-23.0,-4.21,-4.57,lufs,False,,
ElevenLabs,elevenlabs,TextGen_FB2,"Just reading the instructions, I think I'm the interviewer for this chat.",just-reading-the-instructions-i,3,conv_7901m1h609a4eb2tanzpn8z7xqaa,agent,2026-09-02 13:47:43+00:00,response_audio,"Just reading the instructions, I think I'm the interviewer for this chat.",export/voice_stimuli/ElevenLabs_TextGen_FB2_just-reading-the-instructions-i_take3.wav,16000,16000,4.032,3.48,4.48,0.27,0.282,-18.22,-23.0,-4.78,-5.2,lufs,False,,
ElevenLabs,elevenlabs,TextGen_MB,"Hey, can you hear me?",hey-can-you-hear-me,1,conv_1901m1ha279ge5d9tyt7r5frxkme,agent,2026-09-02 14:58:41+00:00,response_audio,"Hey, can you hear me?",export/voice_stimuli/ElevenLabs_TextGen_MB_hey-can-you-hear-me_take1.wav,16000,16000,1.116,0.88,1.88,0.13,0.106,-15.27,-23.0,-7.73,-7.93,lufs,False,,
ElevenLabs,elevenlabs,TextGen_MB,"Hey, can you hear me?",hey-can-you-hear-me,2,conv_5701m1ha2b36fxms6s2xzvy8ahg4,agent,2026-09-02 14:58:44+00:00,response_audio,"Hey, can you hear me?",export/voice_stimuli/ElevenLabs_TextGen_MB_hey-can-you-hear-me_take2.wav,16000,16000,1.404,1.0,2.0,0.25,0.154,-16.09,-23.0,-6.91,-7.4,lufs,False,,
ElevenLabs,elevenlabs,TextGen_MB,"Hey, can you hear me?",hey-can-you-hear-me,3,conv_5301m1ha2f6eekpr4aqvw31h0t7a,agent,2026-09-02 14:58:49+00:00,response_audio,"Hey, can you hear me?",export/voice_stimuli/ElevenLabs_TextGen_MB_hey-can-you-hear-me_take3.wav,16000,16000,1.296,1.06,2.06,0.23,0.006,-21.58,-23.0,-1.42,-8.52,lufs,False,,
ElevenLabs,elevenlabs,TextGen_MB,"Hey, how are you?",hey-how-are-you,1,conv_9501m1h5dhdbef29zx32qjnvc1qx,agent,2026-09-02 13:37:29+00:00,response_audio,"Hey, how are you?",export/voice_stimuli/ElevenLabs_TextGen_MB_hey-how-are-you_take1.wav,16000,16000,1.296,0.8,1.8,0.23,0.266,-15.29,-23.0,-7.71,-8.12,lufs,False,,
ElevenLabs,elevenlabs,TextGen_MB,"Hey, how are you?",hey-how-are-you,2,conv_2101m1h5dpqvfyd9782hqq8pcnr6,agent,2026-09-02 13:37:34+00:00,response_audio,"Hey, how are you?",export/voice_stimuli/ElevenLabs_TextGen_MB_hey-how-are-you_take2.wav,16000,16000,1.368,1.06,2.06,0.17,0.138,-13.01,-23.0,-9.99,-10.42,lufs,False,,
ElevenLabs,elevenlabs,TextGen_MB,"Hey, how are you?",hey-how-are-you,3,conv_0801m1h5dtmefas9g6370trxqwxj,agent,2026-09-02 13:37:38+00:00,response_audio,"Hey, how are you?",export/voice_stimuli/ElevenLabs_TextGen_MB_hey-how-are-you_take3.wav,16000,16000,1.296,0.8,1.8,0.23,0.266,-13.81,-23.0,-9.19,-10.19,lufs,False,,
ElevenLabs,elevenlabs,TextGen_MB,"Just reading the instructions, I think I'm the interviewer for this chat.",just-reading-the-instructions-i,1,conv_0101m1h60y7mf1p811aarf02jy3b,agent,2026-09-02 13:48:04+00:00,response_audio,"Just reading the instructions, I think I'm the interviewer for this chat.",export/voice_stimuli/ElevenLabs_TextGen_MB_just-reading-the-instructions-i_take1.wav,16000,16000,3.852,3.54,4.54,0.25,0.062,-15.97,-23.0,-7.03,-7.48,lufs,False,,
ElevenLabs,elevenlabs,TextGen_MB,"Just reading the instructions, I think I'm the interviewer for this chat.",just-reading-the-instructions-i,2,conv_7001m1h615hzea6vscbvspmw1w4j,agent,2026-09-02 13:48:12+00:00,response_audio,"Just reading the instructions, I think I'm the interviewer for this chat.",export/voice_stimuli/ElevenLabs_TextGen_MB_just-reading-the-instructions-i_take2.wav,16000,16000,3.78,3.34,4.34,0.29,0.15,-16.12,-23.0,-6.88,-7.79,lufs,False,,
ElevenLabs,elevenlabs,TextGen_MB,"Just reading the instructions, I think I'm the interviewer for this chat.",just-reading-the-instructions-i,3,conv_1401m1h61bnbe90snrj0t4xq3w6s,agent,2026-09-02 13:48:18+00:00,response_audio,"Just reading the instructions, I think I'm the interviewer for this chat.",export/voice_stimuli/ElevenLabs_TextGen_MB_just-reading-the-instructions-i_take3.wav,16000,16000,3.6,3.18,4.18,0.25,0.17,-16.74,-23.0,-6.26,-6.63,lufs,False,,
ElevenLabs,elevenlabs,TextGen_MS,"Hey, can you hear me?",hey-can-you-hear-me,1,conv_0901m1ha2xtmfn9b3k0yq7zaeht3,agent,2026-09-02 14:59:04+00:00,response_audio,"Hey, can you hear me?",export/voice_stimuli/ElevenLabs_TextGen_MS_hey-can-you-hear-me_take1.wav,16000,16000,1.296,0.92,1.92,0.17,0.206,-12.99,-23.0,-10.01,-11.73,lufs,False,,
ElevenLabs,elevenlabs,TextGen_MS,"Hey, can you hear me?",hey-can-you-hear-me,2,conv_3501m1ha31s0f7eab57rrs3gqw3h,agent,2026-09-02 14:59:08+00:00,response_audio,"Hey, can you hear me?",export/voice_stimuli/ElevenLabs_TextGen_MS_hey-can-you-hear-me_take2.wav,16000,16000,1.26,0.9,1.9,0.25,0.11,-15.01,-23.0,-7.99,-9.04,lufs,False,,
ElevenLabs,elevenlabs,TextGen_MS,"Hey, can you hear me?",hey-can-you-hear-me,3,conv_7401m1ha36nwfadabg8rpmdy8pbp,agent,2026-09-02 14:59:13+00:00,response_audio,"Hey, can you hear me?",export/voice_stimuli/ElevenLabs_TextGen_MS_hey-can-you-hear-me_take3.wav,16000,16000,1.26,1.06,2.06,0.09,0.11,-14.1,-23.0,-8.9,-9.34,lufs,False,,
ElevenLabs,elevenlabs,TextGen_MS,"Hey, how are you?",hey-how-are-you,1,conv_1901m1h5ehe0fmkrs0m3qq7ag2vw,agent,2026-09-02 13:38:01+00:00,response_audio,"Hey, how are you?",export/voice_stimuli/ElevenLabs_TextGen_MS_hey-how-are-you_take1.wav,16000,16000,1.224,0.76,1.76,0.27,0.194,-15.15,-23.0,-7.85,-10.0,lufs,False,,
ElevenLabs,elevenlabs,TextGen_MS,"Hey, how are you?",hey-how-are-you,2,conv_8901m1h5ephfewrbf5wgn93fmxcg,agent,2026-09-02 13:38:07+00:00,response_audio,"Hey, how are you?",export/voice_stimuli/ElevenLabs_TextGen_MS_hey-how-are-you_take2.wav,16000,16000,1.44,0.98,1.98,0.17,0.29,-18.04,-23.0,-4.96,-7.59,lufs,False,,
ElevenLabs,elevenlabs,TextGen_MS,"Hey, how are you?",hey-how-are-you,3,conv_5501m1h5evdsf5jvjs7cqzrfy8v1,agent,2026-09-02 13:38:12+00:00,response_audio,"Hey, how are you?",export/voice_stimuli/ElevenLabs_TextGen_MS_hey-how-are-you_take3.wav,16000,16000,1.296,0.9,1.9,0.23,0.166,-13.33,-23.0,-9.67,-10.26,lufs,False,,
ElevenLabs,elevenlabs,TextGen_MS,"Just reading the instructions, I think I'm the interviewer for this chat.",just-reading-the-instructions-i,1,conv_5201m1h620k6fey941gpsw05bfx5,agent,2026-09-02 13:48:39+00:00,response_audio,"Just reading the instructions, I think I'm the interviewer for this chat.",export/voice_stimuli/ElevenLabs_TextGen_MS_just-reading-the-instructions-i_take1.wav,16000,16000,3.996,3.72,4.72,0.27,0.006,-14.13,-23.0,-8.87,-9.33,lufs,False,,
ElevenLabs,elevenlabs,TextGen_MS,"Just reading the instructions, I think I'm the interviewer for this chat.",just-reading-the-instructions-i,2,conv_1101m1h628f9f6t8avkws9n0bf45,agent,2026-09-02 13:48:47+00:00,response_audio,"Just reading the instructions, I think I'm the interviewer for this chat.",export/voice_stimuli/ElevenLabs_TextGen_MS_just-reading-the-instructions-i_take2.wav,16000,16000,3.744,3.38,4.38,0.19,0.174,-13.41,-23.0,-9.59,-10.0,lufs,False,,
ElevenLabs,elevenlabs,TextGen_MS,"Just reading the instructions, I think I'm the interviewer for this chat.",just-reading-the-instructions-i,3,conv_9001m1h62fe8fjc91zep725gb64g,agent,2026-09-02 13:48:55+00:00,response_audio,"Just reading the instructions, I think I'm the interviewer for this chat.",export/voice_stimuli/ElevenLabs_TextGen_MS_just-reading-the-instructions-i_take3.wav,16000,16000,3.78,3.38,4.38,0.21,0.19,-13.95,-23.0,-9.05,-9.48,lufs,False,,
ElevenLabs,elevenlabs,Verity,"Hey, can you hear me?",hey-can-you-hear-me,1,conv_0601m1h9nyzyeqbvkzg80xd7168c,agent,2026-09-02 14:51:59+00:00,response_audio,"Hey, can you hear me?",export/voice_stimuli/ElevenLabs_Verity_hey-can-you-hear-me_take1.wav,16000,16000,1.8,1.73,2.73,0.07,0.0,-15.09,-23.0,-7.91,-10.26,lufs,False,,
ElevenLabs,elevenlabs,Verity,"Hey, can you hear me?",hey-can-you-hear-me,2,conv_5901m1h9phf8fr29ymhx9mxcrd59,agent,2026-09-02 14:52:18+00:00,response_audio,"Hey, can you hear me?",export/voice_stimuli/ElevenLabs_Verity_hey-can-you-hear-me_take2.wav,16000,16000,1.872,1.802,2.802,0.07,0.0,-19.04,-23.0,-3.96,-8.68,lufs,False,,
ElevenLabs,elevenlabs,Verity,"Hey, can you hear me?",hey-can-you-hear-me,3,conv_9901m1h9pp6yf0mbsdpqw6knz9w2,agent,2026-09-02 14:52:23+00:00,response_audio,"Hey, can you hear me?",export/voice_stimuli/ElevenLabs_Verity_hey-can-you-hear-me_take3.wav,16000,16000,1.836,1.7,2.7,0.13,0.006,-23.9,-23.0,0.9,-5.88,lufs,False,,
ElevenLabs,elevenlabs,Verity,"Hey, how are you?",hey-how-are-you,1,conv_9601m1h4z9vjetzr2pdncsse88qr,agent,2026-09-02 13:29:42+00:00,response_audio,"Hey, how are you?",export/voice_stimuli/ElevenLabs_Verity_hey-how-are-you_take1.wav,16000,16000,1.944,1.794,2.794,0.15,0.0,-24.42,-23.0,1.42,-7.9,lufs,False,,
ElevenLabs,elevenlabs,Verity,"Hey, how are you?",hey-how-are-you,2,conv_8701m1h4zzzfe0ws9mdd7pm4w2n2,agent,2026-09-02 13:30:05+00:00,response_audio,"Hey, how are you?",export/voice_stimuli/ElevenLabs_Verity_hey-how-are-you_take2.wav,16000,16000,2.088,1.958,2.958,0.13,0.0,-25.44,-23.0,2.44,-7.5,lufs,False,,
ElevenLabs,elevenlabs,Verity,"Hey, how are you?",hey-how-are-you,3,conv_4701m1h508aqeq6sz9jzadfa9n7c,agent,2026-09-02 13:30:13+00:00,response_audio,"Hey, how are you?",export/voice_stimuli/ElevenLabs_Verity_hey-how-are-you_take3.wav,16000,16000,2.052,1.982,2.982,0.07,0.0,-26.18,-23.0,3.18,-9.13,lufs,False,,
ElevenLabs,elevenlabs,Verity,"Just reading the instructions, I think I'm the interviewer for this chat.",just-reading-the-instructions-i,1,conv_8201m1h5kvvwfx88y3cykj7gn1g4,agent,2026-09-02 13:40:56+00:00,response_audio,"Just reading the instructions, I think I'm the interviewer for this chat.",export/voice_stimuli/ElevenLabs_Verity_just-reading-the-instructions-i_take1.wav,16000,16000,4.716,4.546,5.546,0.17,0.0,-26.09,-23.0,3.09,-5.88,lufs,False,,
ElevenLabs,elevenlabs,Verity,"Just reading the instructions, I think I'm the interviewer for this chat.",just-reading-the-instructions-i,2,conv_7101m1h5m9x0er9teak696hdf961,agent,2026-09-02 13:41:10+00:00,response_audio,"Just reading the instructions, I think I'm the interviewer for this chat.",export/voice_stimuli/ElevenLabs_Verity_just-reading-the-instructions-i_take2.wav,16000,16000,4.428,4.238,5.238,0.19,0.0,-27.02,-23.0,4.02,-2.32,lufs,False,,
ElevenLabs,elevenlabs,Verity,"Just reading the instructions, I think I'm the interviewer for this chat.",just-reading-the-instructions-i,3,conv_2301m1h5mgbqfefb3d92ccsvp89n,agent,2026-09-02 13:41:17+00:00,response_audio,"Just reading the instructions, I think I'm the interviewer for this chat.",export/voice_stimuli/ElevenLabs_Verity_just-reading-the-instructions-i_take3.wav,16000,16000,4.5,4.29,5.29,0.21,0.0,-21.74,-23.0,-1.26,-3.67,lufs,False,,
Human,elevenlabs,Anchor,"Hey, can you hear me?",hey-can-you-hear-me,1,conv_6801m1hd9ekyf1mskrneg5zqgt0x,user,2026-09-02 15:55:03+00:00,audio,"Hey, can you hear me?",export/voice_stimuli/Human_Anchor_hey-can-you-hear-me_take1.wav,16000,16000,3.456,1.08,2.08,1.25,1.126,-26.1,-23.0,3.1,-6.83,lufs,False,,
Human,elevenlabs,Anchor,"Hey, can you hear me?",hey-can-you-hear-me,2,conv_9801m1hd9mx3f83s4pr31mfhntfq,user,2026-09-02 15:55:10+00:00,audio,"Hey, can you hear me?",export/voice_stimuli/Human_Anchor_hey-can-you-hear-me_take2.wav,16000,16000,3.132,1.38,2.38,1.07,0.682,-28.57,-23.0,5.57,-6.35,lufs,False,,
Human,elevenlabs,Anchor,"Hey, can you hear me?",hey-can-you-hear-me,3,conv_2501m1hd9v18ffw8nc4cjgwxxvy5,user,2026-09-02 15:55:16+00:00,audio,"Hey, can you hear me?",export/voice_stimuli/Human_Anchor_hey-can-you-hear-me_take3.wav,16000,16000,3.6,1.32,2.32,1.27,1.01,-28.78,-23.0,5.78,-5.68,lufs,False,,
Human,elevenlabs,Anchor,"Hey, how are you?",hey-how-are-you,1,conv_3001m1hd8qw9fxy956p51xmektz4,user,2026-09-02 15:54:40+00:00,audio,"Hey, how are you?",export/voice_stimuli/Human_Anchor_hey-how-are-you_take1.wav,16000,16000,2.952,1.34,2.34,1.17,0.442,-27.37,-23.0,4.37,-6.91,lufs,False,,
Human,elevenlabs,Anchor,"Hey, how are you?",hey-how-are-you,2,conv_1501m1hd8ycwefwrbb0yx36t20rh,user,2026-09-02 15:54:47+00:00,audio,"Hi, how are you?",export/voice_stimuli/Human_Anchor_hey-how-are-you_take2.wav,16000,16000,3.78,1.4,2.4,1.51,0.87,-27.3,-23.0,4.3,-7.4,lufs,False,,
Human,elevenlabs,Anchor,"Hey, how are you?",hey-how-are-you,3,conv_1001m1hd95jpev7txrpss6ajqtg9,user,2026-09-02 15:54:54+00:00,audio,"Hey, how are you?",export/voice_stimuli/Human_Anchor_hey-how-are-you_take3.wav,16000,16000,2.952,1.44,2.44,0.83,0.682,-29.46,-23.0,6.46,-7.2,lufs,False,,
Human,elevenlabs,Anchor,"Just reading the instructions, I think I'm the interviewer for this chat.",just-reading-the-instructions-i,1,conv_2601m1hda8ttete9hshw6txsgbp0,user,2026-09-02 15:55:30+00:00,audio,"Just reading the instructions, I think I'm the interviewer for this chat.",export/voice_stimuli/Human_Anchor_just-reading-the-instructions-i_take1.wav,16000,16000,5.364,3.32,4.32,1.11,0.934,-30.68,-23.0,7.68,-4.4,lufs,False,,
Human,elevenlabs,Anchor,"Just reading the instructions, I think I'm the interviewer for this chat.",just-reading-the-instructions-i,2,conv_7901m1hdahv4ejtapmk3g1g2vy43,user,2026-09-02 15:55:39+00:00,audio,Just reading the instructions. I think I'm the interviewer for this chat.,export/voice_stimuli/Human_Anchor_just-reading-the-instructions-i_take2.wav,16000,16000,5.688,3.94,4.94,1.01,0.738,-30.64,-23.0,7.64,-6.52,lufs,False,,
Human,elevenlabs,Anchor,"Just reading the instructions, I think I'm the interviewer for this chat.",just-reading-the-instructions-i,3,conv_2801m1hdat85fjg8vyj71r15h334,user,2026-09-02 15:55:48+00:00,audio,"Just reading the instructions, I think I'm the interviewer for this job?",export/voice_stimuli/Human_Anchor_just-reading-the-instructions-i_take3.wav,16000,16000,5.04,3.42,4.42,1.01,0.61,-31.24,-23.11,8.24,-3.37,lufs,False,,
Hume,file,cloneA,"Hey, can you hear me?",hey-can-you-hear-me,1,,,,,,export/voice_stimuli/Hume_cloneA_hey-can-you-hear-me_take1.wav,16000,48000,3.171,1.0,2.0,0.75,1.421,-39.42,-23.0,16.42,-9.22,lufs,False,export/voice_stimuli/_src/hume_stimuli/cloneA_utt1_0.wav,config
Hume,file,cloneA,"Hey, can you hear me?",hey-can-you-hear-me,2,,,,,,export/voice_stimuli/Hume_cloneA_hey-can-you-hear-me_take2.wav,16000,48000,3.754,1.18,2.18,1.19,1.384,-28.08,-23.0,5.08,-9.43,lufs,False,export/voice_stimuli/_src/hume_stimuli/cloneA_utt1_1.wav,config
Hume,file,cloneA,"Hey, can you hear me?",hey-can-you-hear-me,3,,,,,,export/voice_stimuli/Hume_cloneA_hey-can-you-hear-me_take3.wav,16000,48000,3.151,0.92,1.92,0.83,1.401,-41.27,-23.0,18.27,-8.76,lufs,False,export/voice_stimuli/_src/hume_stimuli/cloneA_utt1_2.wav,config
